Name,Rating,Review_Count,Price,Cuisine,Latitude,Longitude,Street,City,Zip
Il Tetto:  A Rooftop Beer Garden,3.0,54,$$,Italian,40.4439496,-79.9964366,942 Penn Ave,Fl 3,Pittsburgh, PA 15222
One Thirty One East,4.5,92,$$,American (New),40.408037,-80.086177,131 E Main St,Carnegie, PA 15106
Sammy's Famous Corned Beef,3.5,38,$,Sandwiches,40.4435719549656,-79.9982263147831,217 9th St,Pittsburgh, PA 15222
Café Phipps,3.5,39,$,Sandwiches,40.4388866335879,-79.9478385830811,1 Schenley Park,Pittsburgh, PA 15213
La Felice Pizza and Pasta,3.5,41,$,Pizza,40.533501,-80.0184733,3324 Babcock Blvd,Pittsburgh, PA 15237
Carnegie Coffee Company,4.5,112,$,Coffee & Tea,40.407761,-80.086108,132 E Main St,Carnegie, PA 15106
Buca di Beppo Italian Restaurant,2.5,127,$$,Italian,40.4334354861046,-80.0044025685394,3 Station Sq,Pittsburgh, PA 15219
Chevere,4.5,15,$,Tacos,40.4388057764328,-79.9984563680628,400 Cherry Way,Pittsburgh, PA 15219
That's Amore,4.0,18,$$,Pizza,40.47905,-79.95547,5123 Butler St,Pittsburgh, PA 15201
The Yard,3.5,47,$$,Gastropubs,40.357715,-80.051871,1500 Washington Rd,Pittsburgh, PA 15228
The Isaly Company,4.0,27,$,Delis,40.5199,-80.03233,448 Perry Hwy,Pittsburgh, PA 15229
Gianna Via's Restaurant & Bar,3.0,71,$$,Italian,40.3589523,-80.0014359,5301 Grove Rd Castle Village Shops,Pittsburgh, PA 15236
Giovanni's Pizza & Restaurant,4.0,14,$$,Pizza,40.4385166615248,-79.9848407506943,1504 5th Ave,Pittsburgh, PA 15219
A'Pizza Badamo,4.0,110,$,Pizza,40.38108,-80.04471,656 Washington Rd,Mount Lebanon, PA 15228
Houlihan's,3.5,60,$$,Bars,40.357715,-80.051871,1500 Washington Rd,Pittsburgh, PA 15228
Uncle Sam's Submarines,3.5,46,$,Sandwiches,40.4890230106417,-79.8926940961875,936 Freeport Rd,Pittsburgh, PA 15238
Soul Food Connection,4.5,12,$,Soul Food,40.4426088,-79.8855258,819 Wood St,Pittsburgh, PA 15221
Stuff'd Pierogi Bar,3.0,75,$$,Polish,40.4436392463049,-80.000546425581,130 7th St,Pittsburgh, PA 15222
Primanti Bros.,3.5,27,$$,Sports Bars,40.46454,-79.93263,5491 Penn Ave,Pittsburgh, PA 15206
Michigan & Trumbull,4.5,20,$$,Pizza,40.4517250865672,-80.0064022805941,200 Children's Way,Pittsburgh, PA 15212
Nancettas Ristorante,4.0,30,$$,Italian,40.488128,-79.87825,1200 Old Freeport Rd,Pittsburgh, PA 15238
Arby's,4.5,11,$,Fast Food,40.4425343,-79.998702,808 Liberty Ave,Pittsburgh, PA 15222
Lock & Dam Dog Shop,4.5,17,$,Hot Dogs,40.48806,-79.91999,7331 Butler St,Pittsburgh, PA 15206
The Hop House - Greentree,3.0,54,$$,Bars,40.42105,-80.06645,2749 Noblestown Rd,Pittsburgh, PA 15205
Rum Runners Saloon,3.0,57,$$,American (Traditional),40.5366516113281,-80.0220260620117,3385 Babcock Blvd,Pittsburgh, PA 15237
Pizza Bellino,3.0,64,$,Pizza,40.43824,-79.92142,5839 Forbes Ave,Pittsburgh, PA 15217
Bella Vista,3.0,49,$$$,Italian,40.438047,-80.01828,1204 Grandview Ave,Pittsburgh, PA 15211
Johnny's Diner,4.0,15,$,Diners,40.43388,-80.031425,1900 Woodville Ave,Pittsburgh, PA 15220
Mattress Factory Café,4.5,14,$$,American (New),40.456982,-80.012309,500 Sampsonia Way,Pittsburgh, PA 15212
La Gourmandine Bakery & Pastry Shop,4.5,55,$$,Bakeries,40.38061,-80.05241,300 Cochran Rd,Mt Lebanon, PA 15228
The Other Place,4.5,17,$$,Pizza,40.390527,-80.074453,2500 Swallow Hill Rd,Pittsburgh, PA 15243
Gino Bros. Pizzeria,4.0,16,$,Pizza,40.4947098811726,-79.9346941431317,713 Main St,Pittsburgh, PA 15215
Bob's Garage,3.5,30,$,Bars,40.489501,-79.872353,1372 Freeport Rd,Pittsburgh, PA 15238
DiPietro's,3.5,38,$$,Italian,40.51845,-80.03162,412 Perry Hwy,Pittsburgh, PA 15229
Chick-fil-A,4.0,23,$,Fast Food,40.351992,-80.051531,1620 Washington Rd,Pittsburgh, PA 15241
Brunoise Restaurant,4.5,11,$$,American (New),40.4523365,-79.9841296,54 21st St,Pittsburgh, PA 15222
City Oven,4.0,30,$,Pizza,40.4389614898001,-80.0001454353333,336 4th Ave,Pittsburgh, PA 15222
Little Asia,2.5,90,$$,Sushi Bars,40.4454,-79.94853,311 S Craig St,Pittsburgh, PA 15213
Bigelow Grille,2.5,74,$$,American (New),40.4405250549316,-79.994026184082,1 Bigelow Sq,Pittsburgh, PA 15219
Say Cheese! Pizza,3.5,19,$$,Pizza,40.43663,-79.95383,3507 Cable Pl,Pittsburgh, PA 15213
Little Nipper's Pizza II,3.5,37,$$,Pizza,40.45063173526,-79.951033198282,216 N Craig St,Pittsburgh, PA 15213
Peppi's,4.0,21,$,Sandwiches,40.4470405578613,-79.8939666748047,7619 1/2 Penn Ave,Pittsburgh, PA 15221
Bob's Diner,3.5,39,$,Diners,40.365947,-80.013946,1230 Grove Rd,Pittsburgh, PA 15234
Zorba's Gyros,3.5,31,$,Sandwiches,40.43879,-79.99932,400 Smithfield St,Pittsburgh, PA 15222
Penn Station East Coast Subs,3.5,27,$,Sandwiches,40.4537199,-79.947,4815 Centre Ave,Ste 102,Pittsburgh, PA 15213
Honest John's Bar & Restaurant,4.5,59,$$,Bars,40.40715,-79.91005,216 E 8th Ave,Homestead, PA 15120
McFadden's Saloon,2.5,96,$$,Bars,40.44637,-80.00756,211 N Shore Dr,Pittsburgh, PA 15212
Pizza Parma,3.0,57,$$,Pizza,40.45839,-79.92479,217 S Highland Ave,Pittsburgh, PA 15206
Olive Garden Italian Restaurant,3.5,38,$$,Italian,40.420073,-80.045552,971 Greentree Rd,Pittsburgh, PA 15220
Graziano's Pizzeria,3.5,32,$,Pizza,40.46594,-79.95486,4109 Penn Ave,Pittsburgh, PA 15224
Eighth & Hays,4.5,59,$$,Wine Bars,40.4051551818848,-79.9127960205078,130 W Eighth Ave,Homestead, PA 15120
Walnut Grill,3.0,74,$$,Seafood,40.487069266442,-79.8888003011257,911 Freeport Rd,Pittsburgh, PA 15238
Andora,3.5,41,$$$,American (New),40.53785,-79.91166,599 Dorseyville Rd,Pittsburgh, PA 15238
Wilson's Bar-B-Q,4.0,26,$$,Barbeque,40.45625,-80.0144399,700 N Taylor Ave,Pittsburgh, PA 15212
Carson City Saloon,3.0,38,$$,Sports Bars,40.4289193,-79.984081,1401 E Carson St,Pittsburgh, PA 15203
Tequila Cowboy Bar & Grill,3.0,70,$$,Bars,40.4455501126424,-80.011337287724,380 N Shore Dr,Pittsburgh, PA 15212
Asian Cafe,4.0,22,$,Chinese,40.3692814707756,-80.0333565473557,701 Cooke Dr,Pittsburgh, PA 15234
China Star,3.0,51,$,Chinese,40.4225769042969,-79.9285354614258,4219 Murray Ave,Pittsburgh, PA 15217
Nied's Hotel,3.5,29,$,Dive Bars,40.4832230508327,-79.9504729360342,5438 Butler St,Pittsburgh, PA 15201
Erin's Fine Foods Deli,3.5,26,$,Desserts,40.4423639516439,-80.0000734165654,210 6th Ave,Pittsburgh, PA 15222
Millvale Diner,3.5,40,$,Diners,40.4820495757241,-79.9742754325028,301 N Ave,Pittsburgh, PA 15209
Apollo Cafe,3.5,29,$,American (Traditional),40.43914,-79.99785,429 Forbes Ave,Pittsburgh, PA 15219
Eat'n Park,3.5,32,$,American (Traditional),40.39587,-80.03359,2874 W Liberty Ave,Pittsburgh, PA 15216
Golden Palace Buffet,3.0,38,$,Chinese,40.44084,-79.95824,3607 Forbes Ave,Pittsburgh, PA 15213
Mamma Lucia Pizza,4.0,14,$,Pizza,40.44036,-80.00092,433 Wood St,Pittsburgh, PA 15222
Buford's Kitchen,2.5,68,$$,Bars,40.4387270631612,-79.9904322,1014 5th Ave,Pittsburgh, PA 15219
Einstein Bros Bagels,4.0,26,$,Bagels,40.45451,-79.9461199,4910 Baum Blvd,Pittsburgh, PA 15213
The Red Ring Bar & Grille,3.0,41,$$,American (New),40.4378076,-79.9910732,1015 Forbes Ave,Pittsburgh, PA 15219
Rock Bottom Restaurant & Brewery,3.0,195,$$,American (Traditional),40.40955,-79.91515,171 E Bridge St,Homestead, PA 15120
China Wok,3.5,32,$,Chinese,40.43846,-79.98878,1202 5th Ave,Pittsburgh, PA 15219
Redfin Blues,2.5,84,$$,Seafood,40.46398,-79.97725,100 Waterfront Dr,Pittsburgh, PA 15222
Bellisario's Pizza Palace,3.5,24,$,Pizza,40.38299,-80.01546,437 McNeilly Rd,Pittsburgh, PA 15226
Panera Bread,3.0,46,$,Sandwiches,40.4416203897948,-79.9566856026649,3800 Forbes Ave,Pittsburgh, PA 15213
Eat'n Park,3.5,19,$,Breakfast & Brunch,40.493926,-80.0646919,1002 Ohio River Blvd,Pittsburgh, PA 15202
Thai Terrace,4.0,16,$$,Thai,40.43035,-79.88411,247 Edgewood Ave,Pittsburgh, PA 15218
Blue Elephant Cafe,3.5,18,$,Coffee & Tea,40.4998,-79.86814,150 Gamma Dr,Pittsburgh, PA 15238
Large Plain,4.0,32,$,Pizza,40.5309028625488,-80.0177001953125,3286 Babcock Blvd,Pittsburgh, PA 15237
Wallace's TapRoom,3.5,35,$$,American (Traditional),40.46226,-79.92482,123 N Highland Ave,Pittsburgh, PA 15206
Thai Tamarind,4.0,78,$$,Thai,40.491205,-80.047502,172 Lincoln Ave,Bellevue, PA 15202
Bob's Diner,3.5,42,$,Diners,40.3628902,-80.0833415,1870 Painters Run Rd,Pittsburgh, PA 15241
Buon Giorno Cafe,4.0,15,$$,Italian,40.4369769,-80.0005506,6 Smithfield St,Pittsburgh, PA 15222
Good L'oven,4.5,15,$,Bakeries,40.5383026876572,-80.049893707037,318 Sewickley Oakmont Rd,Pittsburgh, PA 15237
Giorgio's Place,3.5,31,$,Pizza,40.4521255493164,-80.0170822143555,908 Western Ave,Pittsburgh, PA 15233
Tom's Diner,3.5,57,$,Greek,40.39424,-80.0351,2937 W Liberty Ave,Pittsburgh, PA 15216
Gab & Eat,4.5,90,$,Breakfast & Brunch,40.39776,-80.08306,1073 Washington Ave,Carnegie, PA 15106
Difiore's Ice Cream Delite,2.5,64,$,Ice Cream & Frozen Yogurt,40.4311485290527,-80.0073318481445,120 Shiloh St,Pittsburgh, PA 15211
Mandarin Gourmet,3.0,52,$$,Cantonese,40.43908,-80.00171,305 Wood St,Pittsburgh, PA 15222
Sir Pizza,3.0,43,$,Pizza,40.5383029873067,-80.0497115747454,320 Sewickley Oakmont Rd,Pittsburgh, PA 15237
Cupka Richd Deli,4.5,7,,Delis,40.4253241,-79.9680631,48 S 27th St,Pittsburgh, PA 15203
Merchant Oyster Company,3.5,37,$$$,Seafood,40.47023,-79.96086,4129 Butler St,Pittsburgh, PA 15201
Pesaro's Pizza,3.0,48,$,Pizza,40.4712827,-79.95987,4324 Butler St,Pittsburgh, PA 15201
Italian Village Pizza,3.5,31,$,Pizza,40.48813,-79.886946,979 Freeport Rd,Pittsburgh, PA 15238
Ugly Dog Saloon,3.5,29,$,Bars,40.42689,-80.05516,2351 Noblestown Rd,Pittsburgh, PA 15205
Szechuan Express,3.0,66,$,Szechuan,40.4417932,-79.9571431,125 Oakland Ave,Pittsburgh, PA 15213
Rudy Martino Original House of Submarines,5.0,7,$,Diners,40.42127,-79.89024,1918 Monongahela Ave,Pittsburgh, PA 15218
China Cafe,4.0,14,$$,Chinese,40.3424078,-79.9850518,5239 Brownsville Rd,Pittsburgh, PA 15236
The Getaway Cafe,3.0,47,$$,Bars,40.38462,-80.0156499,3049 Sussex Ave,Pittsburgh, PA 15226
Mitchell's Fish Market,3.0,158,$$$,Seafood,40.4089628543918,-79.9180766055519,185 W Waterfront Dr,Homestead, PA 15120
Sphinx Cafe,3.0,48,$$,Coffee & Tea,40.43812,-79.95365,401 Atwood St,Pittsburgh, PA 15213
Everest Ethnic Restaurant,3.5,28,$,Himalayan/Nepalese,40.367849,-79.984075,4042 Saw Mill Run Blvd,Unit B,Pittsburgh, PA 15227
Bravo! Cucina Italiana,3.5,42,$$,Italian,40.356525,-80.051222,1500 Washingston Rd,Pittsburgh, PA 15228
Gennaro's Pizza & Pub,3.0,65,$,Pizza,40.4285799,-79.98105,1728 E Carson St,Pittsburgh, PA 15203
Alex's Corner Pizza Shop,4.0,13,$,Pizza,40.45853,-79.947121,4902 Cypress St,Pittsburgh, PA 15224
Forbes Gyro,3.5,46,$,Middle Eastern,40.441463,-79.957451,3715 Forbes Ave,Pittsburgh, PA 15213
Mia Madre Trattoria,3.5,27,$$$,Italian,40.4736321,-80.0969955,649 California Ave,Pittsburgh, PA 15202
Hook Fish & Chicken,3.5,24,$,Chicken Wings,40.4564257711172,-80.0070092082024,1221 Federal St,Pittsburgh, PA 15212
Buckhead Saloon,2.5,69,$$,Bars,40.4343085374126,-80.0062505501334,225 W Station Sq Dr,Pittsburgh, PA 15219
QDOBA Mexican Eats,3.0,37,$,Mexican,40.4412764228579,-79.9570812284946,3712 Forbes Ave,Pittsburgh, PA 15213
Cuzamil Restaurante Mexicano,2.5,68,$$,Mexican,40.4333752,-79.9228215,2109 Murray Ave,Pittsburgh, PA 15217
Pie Express,5.0,9,$,Salad,40.4416351718937,-79.9572138885417,148 Oakland Ave,Pittsburgh, PA 15213
Nico's Recovery Room,3.5,29,$,American (Traditional),40.46371,-79.94898,178 Pearl St,Pittsburgh, PA 15224
JT's Restaurant,4.0,24,$,Diners,40.36516,-79.98241,4143 Brownsville Rd,Pittsburgh, PA 15227
Donatos Fox Chapel,3.5,44,$$$,Italian,40.48833508461,-79.8828375588711,46 Fox Chapel Rd,Pittsburgh, PA 15238
Chicken Grille,3.5,20,$,American (Traditional),40.44187,-79.9571,121 Oakland Ave,Pittsburgh, PA 15213
Italian Village Pizza,3.5,33,$,Pizza,40.43786,-79.91959,5886 Forbes Ave,Pittsburgh, PA 15217
Atria's,3.5,37,$$,Seafood,40.4892842,-79.8726622,1374 Freeport Rd,Pittsburgh, PA 15238
Pizza Parma,3.0,46,$,Pizza,40.44387,-79.99858,823 Penn Ave,Pittsburgh, PA 15222
Aladdin's Eatery,4.0,74,$$,Middle Eastern,40.5298254,-80.009392,4885 McKnight Rd,Ross Township, PA 15237
Lombardozzi's Restaurant,3.0,28,$$,Italian,40.4606265,-79.9474312,4786 Liberty Ave,Pittsburgh, PA 15224
Hookah Bookah,3.5,25,$$,Coffee & Tea,40.42749,-79.96956,2506 E Carson St,Pittsburgh, PA 15203
Bar Louie,2.5,96,$$,American (New),40.4461967,-80.0106568,330 N Shore Dr,Bldg 1B,Pittsburgh, PA 15212
Bull River Taco,3.5,50,$,Mexican,40.3497942695468,-79.9760459698011,4849 Clairton Blvd,Pittsburgh, PA 15236
Bruegger's Bagels,3.5,24,$,Bagels,40.42897,-79.98025,1801 East Carson St,Pittsburgh, PA 15203
El Paso Mexican Grill,4.0,22,$$,Mexican,40.3494,-80.05189,1778 North Highland Rd,Pittsburgh, PA 15241
Jet's Pizza,3.5,42,$,Pizza,40.398472,-80.044309,1810 Dormont Ave,Pittsburgh, PA 15216
Wiener World,3.5,27,$,Hot Dogs,40.442234451829,-79.997135407783,626 Smithfield St,Pittsburgh, PA 15222
Bea Taco Town,4.5,9,$,Mexican,40.437427520752,-80.000129699707,110 Smithfield St,Pittsburgh, PA 15222
Cafe Delhi,4.0,122,$$,Indian,40.4080431671241,-80.0873225927353,205 Mary St,Carnegie, PA 15106
Antonio's Pizzeria,3.5,25,$,Pizza,40.3936,-80.02011,758 Brookline Blvd,Pittsburgh, PA 15226
Coach's Bottleshop & Grille,3.5,36,$$,American (New),40.400306188247,-80.0429997204281,3105 Banksville Rd,Pittsburgh, PA 15216
Chipotle Mexican Grill,3.5,34,$,Mexican,40.5292091369629,-80.0088882446289,4861 McKnight Rd,Pittsburgh, PA 15237
Frank & Shirley's,3.5,30,$,American (Traditional),40.38831,-79.99622,2209 Saw Mill Run Blvd,Pittsburgh, PA 15210
Sciulli's Pizza,4.5,12,$,Pizza,40.4391174316406,-79.9617919921875,3404 5th Ave,Pittsburgh, PA 15213
Sorrento's Pizza,3.0,27,$,Pizza,40.4404029846191,-79.9563980102539,233 Atwood St,Pittsburgh, PA 15213
Superior Motors,4.0,85,$$$,American (Traditional),40.3977638,-79.8604602,1211 Braddock Ave,Braddock, PA 15104
Bruegger's Bagels & Jamba Juice,2.5,49,$,Bagels,40.4402657,-79.9963769,531 Grant St,Pittsburgh, PA 15219
Hardee's,4.0,15,$,Burgers,40.4931766,-79.9755103,1201 N Ave,Pittsburgh, PA 15209
Pizza Shack,4.0,22,$$,Pizza,40.3724406,-79.9821049,3546 Saw Mill Run Blvd,Pittsburgh, PA 15227
Insurrection AleWorks,4.5,65,$$,Breweries,40.3924522399902,-80.08740234375,1635 E Railroad St,Heidelberg, PA 15106
Mullin's Diner,3.5,19,$,American (Traditional),40.45264,-79.99377,876 Progress St,Pittsburgh, PA 15212
Emil's Lounge,4.5,39,$$,American (New),40.413709,-79.880269,414 Hawkins Ave,Braddock, PA 15104
Thai Place Restaurant,3.5,31,$$,Thai,40.4871285,-79.884837,1034 Freeport Rd,Pittsburgh, PA 15238
Larry & Carols Pizza,2.5,40,$,Pizza,40.4368369,-79.9547169,410 Semple St,Pittsburgh, PA 15213
Mama Rose,4.5,8,$,Caribbean,40.464046,-79.915207,121 Mayflower St,Pittsburgh, PA 15206
Asian Fusion Bowl,3.5,17,$,Fast Food,40.4266027521324,-79.9659092828034,2767 E Carson St,Pittsburgh, PA 15203
Antoon's Pizza,3.5,24,$,Pizza,40.4401588439941,-79.9561233520508,247 Atwood St,Pittsburgh, PA 15213
Red The Steakhouse,3.0,37,$$$$,Steakhouses,40.44136,-79.99485,600 Grant St,US Steel Tower,Pittsburgh, PA 15219
Red Lobster,3.0,39,$$,Seafood,40.519217,-80.004151,4766 McKnight Rd,Pittsburgh, PA 15237
Eat'n Park,3.0,43,$,Breakfast & Brunch,40.41744,-80.03021,1250 Banksville Rd,Pittsburgh, PA 15216
China Taste,4.0,15,$,Chinese,40.45413,-79.99811,630 E Ohio St,Pittsburgh, PA 15212
AJ's Burger & Peruvian Chicken,3.5,22,$,Peruvian,40.4365008,-79.9544755,422 Semple St,Pittsburgh, PA 15213
Rose Tea Cafe,2.5,60,$,Chinese,40.44477,-79.94888,412 S Craig St,Pittsburgh, PA 15213
BRAVO! Cucina Italiana,3.5,99,$$,Italian,40.4068186,-79.9169862,250 W Bridge St,West Homestead, PA 15120
Teutonia Mannerchor,4.5,10,$$,German,40.45517,-79.99499,857 Phineas St,Pittsburgh, PA 15212
Five Guys,3.5,15,$,Burgers,40.4881157,-79.8854112,1029 Freeport Rd,Pittsburgh, PA 15238
Everyday Cafe,5.0,6,$,Cafes,40.4533598854858,-79.8981681838632,532 N Homewood Ave,Pittsburgh, PA 15208
Le Thai Café,4.5,84,$$,Thai,40.54481,-79.97264,2909 Mt Royal Blvd,Glenshaw, PA 15116
Caliente Pizza & Drafthouse,2.5,72,$$,Pizza,40.37627,-80.03674,329 Castle Shannon Blvd,Pittsburgh, PA 15234
Armand's Bar,3.5,23,$,Sandwiches,40.46149,-79.94816,4755 Liberty Ave,Pittsburgh, PA 15224
Asia Tea House,3.0,47,$,Chinese,40.4427240453859,-79.9528134936706,4230 Forbes Ave,Pittsburgh, PA 15213
Chick-fil-A,4.0,35,$,Fast Food,40.4127,-79.907871,480 E Waterfront Dr,Homestead, PA 15120
Pizza Fiesta,3.0,41,$,Pizza,40.43702,-80.00041,14 Smithfield St,Pittsburgh, PA 15222
Bob's Sub,4.0,24,$,Sandwiches,40.4381599,-80.0001984,215 Smithfield St,Pittsburgh, PA 15222
Sunseri Pizza,4.0,16,$$,Pizza,40.39377,-79.97324,2805 Custer Ave,Pittsburgh, PA 15227
Scoglio's Green Tree,3.5,30,$$,Italian,40.4207077026367,-80.0642471313477,661 Andersen Dr,Bldg 7,Pittsburgh, PA 15220
Old Town Buffet,3.0,56,$$,Buffets,40.4114496185738,-80.0066622957092,860 Saw Mill Run Blvd,Pittsburgh, PA 15226
The Huddle,4.0,25,$,Bars,40.40912,-80.02494,1648 Broadway Ave,Pittsburgh, PA 15216
Sapporo Japanese Steakhouse,3.5,18,$$,Japanese,40.4400036,-80.0909106,4260 Steubenville Pike,Pittsburgh, PA 15205
Local Brewhouse,2.5,70,$$,Sports Bars,40.4481569580499,-80.004109069705,140 Federal St,Pittsburgh, PA 15212
BRAVO! Cucina Italiana,3.0,58,$$,Italian,40.5313703051332,-80.0090919140167,4976 McKnight Rd,Pittsburgh, PA 15237
Silvioni's Restaurant,3.5,31,$$,Italian,40.5090999,-79.99166,2125 Babcock Blvd,Pittsburgh, PA 15209
Crazy Mocha Coffee,3.5,20,$,Cafes,40.4579855,-79.9352334,5607 Baum Blvd,Pittsburgh, PA 15232
Plate & Bowl,4.0,23,$$,Juice Bars & Smoothies,40.4755835567961,-79.9196754768491,5904 Bryant St,Pittsburgh, PA 15206
Chakh Le India,4.0,20,$,Food Trucks,40.4452102455956,-79.9557053169797,4341-4379 Bigelow Blvd,Pittsburgh, PA 15213
Quiznos Subs,3.5,20,$,Sandwiches,40.44541569093,-79.948926100871,300 S Craig St,Pittsburgh, PA 15213
Villa Reale Pizzeria & Restaurant,3.0,36,$$,Pizza,40.44216,-79.99694,628 Smithfield St,Pittsburgh, PA 15222
Lotsa Stone Fired Pizza,3.5,27,$,Pizza,40.4411185,-79.9578237,3621 Forbes Ave,Pittsburgh, PA 15213
GoodFellas Restaurant & Tavern,4.0,13,$$,American (Traditional),40.4224059730768,-79.887620061636,1915 McCague St,Pittsburgh, PA 15218
Banhmilicious,3.5,15,$$,Vietnamese,40.4521031428312,-79.9838429333257,54 21st St,Pittsburgh, PA 15222
Patron Mexican Grill,3.0,44,$$,Mexican,40.5123635793824,-79.8798751831055,1141 Freeport Rd,Pittsburgh, PA 15238
The Original Pancake House,4.0,90,$$,Breakfast & Brunch,40.3911665049617,-80.0738196549225,2229 Swallow Hill Rd,Green Tree, PA 15220
Five Guys,3.5,20,$$,Burgers,40.4402035143125,-80.0028687900005,3 Ppg Pl,Pittsburgh, PA 15222
Thee Olde Place Inn,3.5,20,$$,Diners,40.35192,-79.961,1209 Streets Run Rd,Pittsburgh, PA 15236
Eat'n Park Restaurant,3.5,24,$,Breakfast & Brunch,40.34574,-79.973837,5100 Clairton Blvd,Pittsburgh, PA 15236
Rochester Inn & Hardwood Grille,3.5,45,$$,American (Traditional),40.53642,-80.05088,505 Rochester Rd,Pittsburgh, PA 15237
P.F. Chang's,3.0,132,$$,Chinese,40.407093,-79.916086,148 W Bridge St,West Homestead, PA 15120
Kasai,4.0,66,$$,Sushi Bars,40.407946,-80.085541,146 E Main St,Carnegie, PA 15106
Shouf's Cafe,4.5,70,$$,Mediterranean,40.36314,-80.11058,200 Washington Ave,Bridgeville, PA 15017
Tilted Kilt Pub & Eatery,2.0,123,$$,American (Traditional),40.44576,-80.01064,353 N Shore Dr,Pittsburgh, PA 15212
V3 Flatbread Pizza,3.5,28,$,Pizza,40.47202,-79.9589,4500 Butler St,Pittsburgh, PA 15201
Milky Way,3.5,17,$,Pizza,40.43311,-79.92317,2120 Murray Ave,Pittsburgh, PA 15217
Panera Bread,3.0,25,$$,Sandwiches,40.395932,-80.067397,1900 Greentree Rd,Pittsburgh, PA 15220
Spilly's Bar-B-Q,4.5,13,,Barbeque,40.3494878204481,-79.9756316,4871 Clairton Blvd,Pittsburgh, PA 15203
Starlite Lounge,3.5,29,$,American (Traditional),40.49397,-79.86028,364 Freeport Rd,Pittsburgh, PA 15238
Original Milano's Pizza,3.5,25,$,Pizza,40.44124,-79.95866,3606 5th Ave,Pittsburgh, PA 15213
The Jaggerbush,3.5,14,,Dive Bars,40.4266357421875,-79.9729614257812,133 S 23rd St,Pittsburgh, PA 15203
Panera Bread,3.0,32,$,Sandwiches,40.436272,-79.958116,3401 Boulevard Of The Allies,Pittsburgh, PA 15213
Subway,4.0,16,$,Sandwiches,40.44388,-79.99687,930 Penn Ave,Pittsburgh, PA 15222
Rusty Dory Pub,3.5,18,$,Pubs,40.49579,-80.0676,850 Ohio River Blvd,Pittsburgh, PA 15202
Crafthouse Stage & Grill,3.0,27,$,Beer Bar,40.3497142533323,-79.9966589129859,5024 Curry Rd,Pittsburgh, PA 15236
Genoa Pizza & Bar,3.0,42,$$,Pizza,40.4388711,-80.0038533,111 Market St,Pittsburgh, PA 15222
Noodles & Company,3.0,68,$,Noodles,40.44183,-79.95684,3805 Forbes Ave,Oakland, PA 15213
Knossos Gyros & Sis-Kabob,3.0,22,$,Polish,40.39596,-80.0351,1439 Potomac Ave,Pittsburgh, PA 15216
Eddie's Pizza Haus,4.0,12,$,Pizza,40.4851432,-79.9258965,1744 Chislett St,Pittsburgh, PA 15206
Souper Bowl,3.5,28,$,Bars,40.4386748719569,-79.991266679329,910 5th Ave,Pittsburgh, PA 15219
Cc's Cafe,4.5,33,$$,Italian,40.4936099,-79.91457,2218 Main St,Sharpsburg, PA 15215
Broadway Brunch,4.5,30,$,Breakfast & Brunch,40.4725,-80.07413,719 Broadway Ave,McKees Rocks, PA 15136
Danny's Pizza,4.0,18,$,Pizza,40.34966,-79.97573,4851 Clairton Blvd,Pittsburgh, PA 15236
Nana's Hot Dog Shop,4.0,10,$,Hot Dogs,40.455929,-80.0065429,1110 Federal St,Pittsburgh, PA 15212
Fernando's Cafe,3.0,23,$,Sandwiches,40.4437637329102,-79.9958114624023,963 Liberty Ave,Pittsburgh, PA 15222
io Deli,4.0,10,$$,Delis,40.3888199,-80.0499943,306 Beverly Rd,Pittsburgh, PA 15216
Bella Ria's,4.5,40,$$,American (Traditional),40.51161,-80.03051,5336 Perry Hwy,West View, PA 15229
Bado's Pizza Grill & Ale House,3.5,132,$$,Pizza,40.38845,-80.04969,307 Beverly Rd,Mt. Lebanon, PA 15216
TMD,4.0,8,$$$$,Sushi Bars,40.45554,-79.95342,461 Melwood Ave,Pittsburgh, PA 15213
Bruegger's Bagels,3.0,29,$,Bagels,40.45059,-79.93614,806 S Aiken Ave,Pittsburgh, PA 15232
Sola Pizza,3.5,30,$,Pizza,40.42897,-79.98352,1417 E Carson St,Pittsburgh, PA 15203
IHOP,2.5,61,$,Breakfast & Brunch,40.4149933073569,-79.9235104679316,4656 Browns Hill Rd,Pittsburgh, PA 15217
Earth Inspired Salads,3.0,27,$$,Salad,40.4411043226719,-80.001503303647,218 Fifth Ave,Pittsburgh, PA 15222
Riviera Pizza & Pasta,3.5,29,$,Pizza,40.46007,-79.9911,1213 Spring Garden Ave,Pittsburgh, PA 15212
Brick N' Mortar Kitchen & Catering,4.5,39,$$,Sandwiches,40.3915327,-80.0876455,1709 E Railroad St,Carnegie, PA 15106
Steel Cactus,2.5,49,$$,Mexican,40.4475812210322,-80.0043602267795,115 Federal St,Pittsburgh, PA 15212
Yokoso Japanese Steakhouse,3.0,143,$$,Japanese,40.40896,-79.91568,153 E Bridge St,Homestead, PA 15120
Paisano's,3.5,17,$,Pizza,40.42208,-79.99288,821 E Warrington Ave,Pittsburgh, PA 15210
Alexion's Bar & Grill,4.0,57,$,Bars,40.41549,-80.06755,141 Hawthorne St,Carnegie, PA 15106
Franks Pizza & Chicken,3.5,27,$$,Chicken Wings,40.521112,-80.024922,101 Rochester Rd,Pittsburgh, PA 15229
The South Side BBQ Restaurant,3.5,14,$,Barbeque,40.4293613,-79.9817741,75 S 17th St,Pittsburgh, PA 15203
